                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.76542,                 0.4608,                 0.8038,                0.91214,                0.83759,                0.93367,                0.75044,                 0.6697,                 0.3848,                0.79634,               0.002377,               0.002377,               0.002377
                     79,                0.76382,                0.46269,                0.80427,                 0.9124,                0.83716,                0.93383,                0.75071,                0.66932,                0.38439,                0.79625,               0.002278,               0.002278,               0.002278
                     80,                 0.7611,                0.45845,                0.80396,                0.91144,                0.83895,                0.93397,                0.75081,                0.66886,                0.38372,                0.79617,               0.002179,               0.002179,               0.002179
                     81,                0.74993,                0.45042,                0.80161,                0.91172,                0.83869,                0.93411,                0.75104,                0.66842,                0.38342,                0.79612,                0.00208,                0.00208,                0.00208
                     82,                0.75192,                 0.4505,                 0.8016,                 0.9122,                0.83916,                0.93442,                0.75162,                0.66774,                0.38255,                0.79609,               0.001981,               0.001981,               0.001981
                     83,                0.74949,                0.44939,                 0.8017,                0.91162,                0.83991,                0.93464,                0.75182,                 0.6676,                0.38197,                0.79602,               0.001882,               0.001882,               0.001882
                     84,                0.74664,                0.44839,                0.80211,                0.91196,                0.84029,                0.93472,                0.75214,                0.66719,                0.38135,                0.79598,               0.001783,               0.001783,               0.001783
                     85,                0.74628,                0.44734,                 0.8011,                0.91241,                0.83999,                0.93501,                0.75222,                0.66731,                0.38112,                0.79595,               0.001684,               0.001684,               0.001684
                     86,                0.74436,                0.44338,                0.80189,                0.91295,                0.84073,                0.93519,                0.75275,                0.66712,                0.38041,                 0.7959,               0.001585,               0.001585,               0.001585
                     87,                0.74163,                0.44088,                0.80034,                0.91346,                0.84092,                0.93544,                0.75249,                0.66696,                0.37973,                0.79581,               0.001486,               0.001486,               0.001486
                     88,                0.74317,                0.44204,                0.80047,                0.91364,                0.84118,                0.93553,                0.75293,                0.66649,                0.37895,                0.79573,               0.001387,               0.001387,               0.001387
                     89,                0.73544,                0.43667,                0.79942,                0.91379,                 0.8413,                0.93565,                0.75321,                0.66604,                0.37841,                0.79563,               0.001288,               0.001288,               0.001288
                     90,                0.73626,                0.43719,                0.79966,                0.91382,                0.84117,                0.93585,                0.75344,                 0.6656,                0.37797,                0.79554,               0.001189,               0.001189,               0.001189
                     91,                0.68714,                0.39941,                0.79071,                0.91482,                0.83995,                0.93586,                0.75337,                0.66567,                0.37772,                0.79546,                0.00109,                0.00109,                0.00109
                     92,                0.68178,                0.39606,                0.79112,                0.91559,                0.84018,                 0.9362,                0.75343,                0.66519,                0.37692,                0.79542,               0.000991,               0.000991,               0.000991
                     93,                0.67747,                0.39224,                0.79116,                0.91518,                0.84062,                0.93633,                0.75352,                0.66451,                0.37647,                0.79535,               0.000892,               0.000892,               0.000892
                     94,                0.67619,                0.39055,                0.78952,                0.91514,                0.84129,                0.93641,                0.75385,                 0.6641,                0.37587,                0.79531,               0.000793,               0.000793,               0.000793
                     95,                0.67085,                0.38545,                0.78828,                0.91418,                0.84197,                0.93653,                0.75418,                0.66386,                0.37526,                0.79521,               0.000694,               0.000694,               0.000694
                     96,                0.66822,                 0.3854,                0.78805,                0.91516,                0.84226,                0.93677,                0.75426,                0.66342,                0.37484,                 0.7951,               0.000595,               0.000595,               0.000595
                     97,                0.66584,                  0.381,                0.78944,                0.91549,                0.84193,                0.93686,                0.75438,                0.66345,                0.37428,                0.79511,               0.000496,               0.000496,               0.000496
                     98,                0.66536,                0.38046,                0.78858,                0.91583,                0.84233,                0.93725,                0.75478,                0.66246,                0.37341,                0.79507,               0.000397,               0.000397,               0.000397
                     99,                0.66071,                0.37753,                0.78754,                0.91618,                0.84319,                0.93746,                0.75508,                  0.662,                 0.3727,                0.79494,               0.000298,               0.000298,               0.000298
                    100,                0.66158,                0.37681,                0.78806,                 0.9163,                0.84319,                0.93761,                0.75553,                0.66127,                0.37176,                0.79484,               0.000199,               0.000199,               0.000199
