                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                0.50211,                0.35576,                0.89609,                0.96141,                0.92193,                0.97819,                0.90467,                0.38324,                0.25397,                0.86843,               0.004753,               0.004753,               0.004753
                     55,                0.50033,                0.35389,                0.89295,                0.96101,                0.92268,                0.97831,                0.90457,                0.38266,                0.25354,                0.86821,               0.004654,               0.004654,               0.004654
                     56,                 0.5001,                0.35364,                0.89613,                0.96069,                 0.9232,                0.97843,                0.90508,                0.38221,                0.25303,                0.86816,               0.004555,               0.004555,               0.004555
                     57,                0.49788,                0.35179,                0.89281,                0.95827,                0.92377,                0.97851,                 0.9051,                 0.3818,                0.25277,                0.86794,               0.004456,               0.004456,               0.004456
                     58,                0.49593,                0.35016,                0.89379,                0.95752,                0.92559,                 0.9785,                0.90533,                0.38118,                0.25244,                0.86758,               0.004357,               0.004357,               0.004357
                     59,                0.49195,                0.34615,                0.88885,                0.95771,                0.92596,                0.97858,                0.90525,                 0.3804,                0.25243,                 0.8673,               0.004258,               0.004258,               0.004258
                     60,                 0.4911,                0.34555,                0.89065,                0.95709,                0.92681,                0.97835,                0.90508,                0.38028,                0.25196,                0.86712,               0.004159,               0.004159,               0.004159
                     61,                0.49228,                0.34707,                0.88936,                0.95789,                0.92596,                0.97821,                0.90537,                0.38022,                0.25149,                0.86704,                0.00406,                0.00406,                0.00406
                     62,                0.49084,                0.34512,                 0.8894,                0.95532,                0.92869,                0.97824,                0.90563,                0.37994,                0.25108,                0.86689,               0.003961,               0.003961,               0.003961
                     63,                 0.4903,                0.34221,                0.88924,                0.95546,                0.92819,                0.97836,                0.90556,                0.37965,                0.25094,                0.86669,               0.003862,               0.003862,               0.003862
                     64,                0.48877,                0.34348,                0.88886,                0.95525,                0.92784,                0.97853,                0.90577,                0.37918,                 0.2503,                0.86675,               0.003763,               0.003763,               0.003763
                     65,                0.48711,                0.34027,                0.88541,                0.95622,                0.92501,                0.97838,                0.90621,                0.37888,                0.24987,                0.86669,               0.003664,               0.003664,               0.003664
                     66,                0.48232,                0.33731,                0.88545,                0.95556,                0.92641,                0.97847,                0.90638,                0.37862,                0.24936,                0.86656,               0.003565,               0.003565,               0.003565
                     67,                0.48203,                0.33707,                0.88316,                0.95605,                0.92537,                0.97867,                0.90635,                0.37824,                 0.2491,                0.86659,               0.003466,               0.003466,               0.003466
                     68,                0.48018,                0.33291,                0.88547,                0.95405,                0.92817,                0.97867,                0.90636,                0.37773,                0.24832,                0.86644,               0.003367,               0.003367,               0.003367
                     69,                0.47852,                0.33278,                0.88219,                0.95498,                0.92878,                0.97875,                0.90658,                0.37737,                0.24769,                0.86636,               0.003268,               0.003268,               0.003268
                     70,                0.47694,                0.33151,                0.88313,                0.95572,                0.92737,                0.97876,                0.90615,                0.37706,                 0.2473,                0.86627,               0.003169,               0.003169,               0.003169
                     71,                0.47535,                0.33178,                0.88052,                0.95388,                0.92996,                0.97879,                0.90652,                0.37683,                 0.2472,                0.86629,                0.00307,                0.00307,                0.00307
                     72,                0.47525,                0.33091,                  0.881,                0.95401,                0.92913,                0.97885,                0.90653,                0.37676,                0.24651,                0.86629,               0.002971,               0.002971,               0.002971
                     73,                0.47491,                0.32843,                0.88264,                0.95803,                0.92628,                0.97919,                0.90663,                0.37646,                0.24629,                0.86634,               0.002872,               0.002872,               0.002872
                     74,                0.47132,                0.32484,                0.88069,                0.95913,                 0.9263,                0.97934,                  0.907,                0.37592,                0.24595,                0.86621,               0.002773,               0.002773,               0.002773
                     75,                0.46886,                0.32538,                0.88104,                0.95868,                0.92629,                0.97939,                0.90721,                 0.3754,                0.24551,                0.86608,               0.002674,               0.002674,               0.002674
                     76,                0.47084,                0.32425,                0.87957,                0.95876,                0.92454,                0.97947,                0.90723,                0.37508,                0.24523,                0.86604,               0.002575,               0.002575,               0.002575
                     77,                 0.4646,                0.31974,                0.87645,                0.95815,                 0.9243,                0.97954,                0.90789,                 0.3745,                0.24474,                0.86593,               0.002476,               0.002476,               0.002476
                     78,                0.46459,                0.32113,                0.87746,                0.95826,                 0.9243,                0.97952,                0.90794,                0.37435,                0.24414,                0.86599,               0.002377,               0.002377,               0.002377
                     79,                0.46144,                  0.319,                0.87642,                0.95823,                0.92411,                0.97946,                0.90801,                0.37405,                0.24383,                0.86598,               0.002278,               0.002278,               0.002278
                     80,                0.46039,                0.31685,                0.87595,                0.96153,                0.92353,                0.97942,                 0.9079,                0.37379,                0.24346,                0.86599,               0.002179,               0.002179,               0.002179
                     81,                0.45894,                0.31508,                 0.8776,                0.96133,                0.92356,                0.97946,                0.90824,                0.37324,                0.24316,                0.86599,                0.00208,                0.00208,                0.00208
                     82,                0.45526,                0.31165,                0.87534,                0.95862,                0.92458,                0.97951,                0.90825,                0.37296,                0.24279,                0.86596,               0.001981,               0.001981,               0.001981
                     83,                0.45544,                0.31221,                  0.874,                0.95839,                0.92469,                0.97958,                0.90817,                0.37273,                0.24256,                 0.8659,               0.001882,               0.001882,               0.001882
                     84,                0.45302,                0.31049,                0.87307,                0.95958,                0.92463,                0.97986,                0.90861,                0.37233,                0.24217,                0.86583,               0.001783,               0.001783,               0.001783
                     85,                  0.452,                0.31008,                0.87384,                0.96195,                 0.9246,                0.97995,                0.90882,                0.37202,                0.24179,                0.86573,               0.001684,               0.001684,               0.001684
                     86,                0.44991,                  0.308,                0.87613,                  0.961,                0.92487,                0.97991,                0.90898,                0.37163,                0.24139,                0.86575,               0.001585,               0.001585,               0.001585
                     87,                0.44825,                0.30399,                0.87284,                0.96127,                0.92517,                0.97995,                0.90908,                0.37149,                0.24088,                0.86572,               0.001486,               0.001486,               0.001486
                     88,                0.44409,                0.30221,                 0.8712,                  0.961,                0.92539,                0.97995,                0.90945,                0.37124,                0.24042,                0.86567,               0.001387,               0.001387,               0.001387
                     89,                0.44357,                0.30143,                0.87155,                0.96267,                0.92471,                0.98012,                 0.9094,                0.37101,                0.23981,                0.86572,               0.001288,               0.001288,               0.001288
                     90,                0.44145,                0.29936,                 0.8683,                0.96303,                0.92384,                0.98017,                0.90968,                 0.3708,                 0.2396,                0.86573,               0.001189,               0.001189,               0.001189
                     91,                0.47333,                0.28251,                0.88832,                0.96178,                 0.9247,                0.98024,                 0.9099,                0.37062,                0.23903,                0.86588,                0.00109,                0.00109,                0.00109
                     92,                0.46391,                0.27812,                0.88573,                0.96129,                0.92548,                0.98035,                0.91004,                0.37026,                0.23885,                0.86581,               0.000991,               0.000991,               0.000991
                     93,                0.45851,                0.27285,                0.87896,                0.95921,                0.92773,                0.98039,                0.90999,                0.37019,                0.23844,                0.86582,               0.000892,               0.000892,               0.000892
                     94,                0.45302,                0.27003,                0.87686,                0.95921,                0.92804,                 0.9804,                0.91014,                0.36992,                0.23809,                 0.8657,               0.000793,               0.000793,               0.000793
                     95,                0.45114,                0.26937,                 0.8744,                0.95991,                0.92724,                0.98045,                0.91044,                0.36983,                0.23771,                0.86557,               0.000694,               0.000694,               0.000694
                     96,                0.44789,                0.26889,                0.87653,                0.96043,                0.92772,                0.98045,                 0.9103,                0.36953,                0.23675,                 0.8656,               0.000595,               0.000595,               0.000595
                     97,                0.44642,                0.26678,                0.87254,                0.96093,                0.92847,                0.98053,                0.91031,                0.36946,                0.23653,                0.86562,               0.000496,               0.000496,               0.000496
                     98,                0.44026,                0.26407,                0.87036,                0.95932,                0.92983,                0.98053,                0.91059,                0.36921,                0.23591,                0.86558,               0.000397,               0.000397,               0.000397
                     99,                 0.4398,                0.26266,                0.87284,                0.95954,                 0.9293,                0.98054,                0.91066,                 0.3689,                0.23563,                0.86561,               0.000298,               0.000298,               0.000298
                    100,                0.43348,                0.25748,                0.86888,                0.95958,                0.92883,                0.98054,                0.91083,                 0.3686,                0.23502,                0.86561,               0.000199,               0.000199,               0.000199
